ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10296,22,80.8,3,1777.6,2019-09-15,2864,shipped,planes,80,s700_3167,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,small
10308,21,87.2,13,1831.2,2019-10-15,2835,shipped,planes,80,s700_3167,mini classics,9145554562,3758 north pendale street,white plains,24067,usa,frick,steve,small
10316,48,75.2,5,3609.6,2019-11-01,2819,shipped,planes,80,s700_3167,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10328,33,64.0,13,2112.0,2019-11-12,2809,shipped,planes,80,s700_3167,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10341,34,107.18,5,3644.12,2019-11-24,2798,shipped,planes,80,s700_3167,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10353,43,81.95,6,3523.85,2019-12-04,2789,shipped,planes,80,s700_3167,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,medium
10361,44,113.68,10,5001.92,2019-12-17,2777,shipped,planes,80,s700_3167,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10375,44,118.38,11,5208.72,2020-02-03,2730,shipped,planes,80,s700_3167,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10386,32,94.34,17,3018.88,2020-03-01,2704,resolved,planes,80,s700_3167,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10398,29,65.6,10,1902.4,2020-03-30,2676,shipped,planes,80,s700_3167,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10401,77,92.0,9,7084.0,2020-04-03,2673,on hold,planes,80,s700_3167,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,large
10416,39,67.2,10,2620.8,2020-05-10,2637,shipped,planes,80,s700_3167,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,small
10105,39,81.14,6,3164.46,2018-02-11,3457,shipped,ships,100,s700_3505,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10118,36,117.2,1,4219.2,2018-04-21,3389,shipped,ships,100,s700_3505,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10129,42,91.15,6,3828.3,2018-06-12,3338,shipped,ships,100,s700_3505,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10142,21,111.19,3,2334.99,2018-08-08,3282,shipped,ships,100,s700_3505,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10153,50,88.15,2,4407.5,2018-09-28,3232,shipped,ships,100,s700_3505,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10167,24,117.2,13,2812.8,2018-10-23,3208,cancelled,ships,100,s700_3505,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10177,44,92.16,4,4055.04,2018-11-07,3194,shipped,ships,100,s700_3505,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,medium
10185,37,105.18,4,3891.66,2018-11-14,3188,shipped,ships,100,s700_3505,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,medium
10197,27,92.16,10,2488.32,2018-11-26,3177,shipped,ships,100,s700_3505,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,small
10208,37,120.2,4,4447.4,2019-01-02,3141,shipped,ships,100,s700_3505,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10222,38,110.19,16,4187.22,2019-02-19,3094,shipped,ships,100,s700_3505,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10232,48,96.16,1,4615.68,2019-03-20,3066,shipped,ships,100,s700_3505,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10248,30,108.18,7,3245.4,2019-05-07,3019,cancelled,ships,100,s700_3505,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10261,25,88.15,5,2203.75,2019-06-17,2979,shipped,ships,100,s700_3505,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,small
10273,40,86.15,8,3446.0,2019-07-21,2946,shipped,ships,100,s700_3505,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,medium
10283,22,88.15,10,1939.3,2019-08-20,2917,shipped,ships,100,s700_3505,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10295,34,102.17,5,3473.78,2019-09-10,2897,shipped,ships,100,s700_3505,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10306,32,90.15,4,2884.8,2019-10-14,2864,shipped,ships,100,s700_3505,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10315,31,86.15,3,2670.65,2019-10-29,2850,shipped,ships,100,s700_3505,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10327,43,80.0,2,3440.0,2019-11-10,2839,resolved,ships,100,s700_3505,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10337,31,89.38,1,2770.78,2019-11-21,2829,shipped,ships,100,s700_3505,classic legends inc.,2125558493,5905 pompton st.,nyc,10022,usa,hernandez,maria,small
10350,31,77.34,13,2397.54,2019-12-02,2819,shipped,ships,100,s700_3505,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10373,34,96.34,2,3275.56,2020-01-31,2760,shipped,ships,100,s700_3505,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,medium
10386,45,92.08,2,4143.6,2020-03-01,2731,resolved,ships,100,s700_3505,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10397,48,108.18,3,5192.64,2020-03-28,2705,shipped,ships,100,s700_3505,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,medium
10414,28,108.18,7,3029.04,2020-05-06,2667,on hold,ships,100,s700_3505,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10105,22,116.19,7,2556.18,2018-02-11,3483,shipped,ships,99,s700_3962,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,small
10117,45,83.42,1,3753.9,2018-04-16,3420,shipped,ships,99,s700_3962,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10129,30,85.41,7,2562.3,2018-06-12,3364,shipped,ships,99,s700_3962,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,small
10142,38,85.41,4,3245.58,2018-08-08,3308,shipped,ships,99,s700_3962,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10153,20,110.23,3,2204.6,2018-09-28,3258,shipped,ships,99,s700_3962,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10167,28,107.25,14,3003.0,2018-10-23,3234,cancelled,ships,99,s700_3962,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10177,24,105.27,5,2526.48,2018-11-07,3220,shipped,ships,99,s700_3962,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,small
10185,22,79.45,5,1747.9,2018-11-14,3214,shipped,ships,99,s700_3962,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10197,35,93.35,11,3267.25,2018-11-26,3203,shipped,ships,99,s700_3962,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10208,33,85.41,5,2818.53,2019-01-02,3167,shipped,ships,99,s700_3962,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10222,31,95.34,17,2955.54,2019-02-19,3120,shipped,ships,99,s700_3962,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,small
10232,35,82.43,2,2885.05,2019-03-20,3092,shipped,ships,99,s700_3962,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,small
10248,35,90.37,8,3162.95,2019-05-07,3045,cancelled,ships,99,s700_3962,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10261,50,81.43,6,4071.5,2019-06-17,3005,shipped,ships,99,s700_3962,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,medium
10273,26,114.21,9,2969.46,2019-07-21,2972,shipped,ships,99,s700_3962,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,small
10283,38,89.38,11,3396.44,2019-08-20,2943,shipped,ships,99,s700_3962,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,medium
10294,45,104.28,1,4692.6,2019-09-10,2923,shipped,ships,99,s700_3962,online mini collectables,6175557555,7635 spinnaker dr.,brickhaven,58339,usa,barajas,miguel,medium
10306,30,117.19,5,3515.7,2019-10-14,2890,shipped,ships,99,s700_3962,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10315,37,91.37,4,3380.69,2019-10-29,2876,shipped,ships,99,s700_3962,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10327,37,86.61,3,3204.57,2019-11-10,2865,resolved,ships,99,s700_3962,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10337,36,71.89,7,2588.04,2019-11-21,2855,shipped,ships,99,s700_3962,classic legends inc.,2125558493,5905 pompton st.,nyc,10022,usa,hernandez,maria,small
10350,25,114.19,16,2854.75,2019-12-02,2845,shipped,ships,99,s700_3962,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10373,37,108.8,8,4025.6,2020-01-31,2786,shipped,ships,99,s700_3962,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,medium
10386,30,95.48,3,2864.4,2020-03-01,2757,resolved,ships,99,s700_3962,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10397,36,105.27,2,3789.72,2020-03-28,2731,shipped,ships,99,s700_3962,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,medium
10414,27,90.37,8,2439.99,2020-05-06,2693,on hold,ships,99,s700_3962,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,small
10106,48,61.44,10,2949.12,2018-02-17,3503,shipped,planes,74,s700_4002,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10119,26,59.22,1,1539.72,2018-04-28,3434,shipped,planes,74,s700_4002,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10131,26,85.13,2,2213.38,2018-06-16,3386,shipped,planes,74,s700_4002,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,small
10143,34,85.87,5,2919.58,2018-08-10,3332,shipped,planes,74,s700_4002,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,44,85.87,3,3778.28,2018-10-06,3276,shipped,planes,74,s700_4002,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,medium
10168,39,82.91,17,3233.49,2018-10-28,3255,shipped,planes,74,s700_4002,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10178,45,76.25,2,3431.25,2018-11-08,3245,shipped,planes,74,s700_4002,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,medium
10198,40,63.67,2,2546.8,2018-11-27,3227,shipped,planes,74,s700_4002,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,small
10210,42,70.33,15,2953.86,2019-01-12,3182,shipped,planes,74,s700_4002,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",osaka,530-0003,japan,kentary,mory,small
10222,43,74.03,2,3183.29,2019-02-19,3145,shipped,planes,74,s700_4002,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10235,34,72.55,11,2466.7,2019-04-02,3104,shipped,planes,74,s700_4002,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10250,38,62.19,12,2363.22,2019-05-11,3066,shipped,planes,74,s700_4002,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,small
10262,35,71.07,7,2487.45,2019-06-24,3023,cancelled,planes,74,s700_4002,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10275,31,72.55,17,2249.05,2019-07-23,2995,shipped,planes,74,s700_4002,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10284,32,64.41,9,2061.12,2019-08-21,2967,shipped,planes,74,s700_4002,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,small
10296,47,86.62,5,4071.14,2019-09-15,2943,shipped,planes,74,s700_4002,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,medium
10308,39,68.11,15,2656.29,2019-10-15,2914,shipped,planes,74,s700_4002,mini classics,9145554562,3758 north pendale street,white plains,24067,usa,frick,steve,small
10316,44,62.19,7,2736.36,2019-11-01,2898,shipped,planes,74,s700_4002,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,small
10328,39,85.87,12,3348.93,2019-11-12,2888,shipped,planes,74,s700_4002,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10339,50,57.86,8,2893.0,2019-11-23,2878,shipped,planes,74,s700_4002,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,small
10352,22,75.51,1,1661.22,2019-12-03,2869,shipped,planes,74,s700_4002,auto-moto classics inc.,6175558428,16780 pompton st.,brickhaven,58339,usa,taylor,leslie,small
10361,35,122.21,11,4277.35,2019-12-17,2856,shipped,planes,74,s700_4002,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10373,45,55.62,17,2502.9,2020-01-31,2812,shipped,planes,74,s700_4002,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,44,86.4,15,3801.6,2020-03-01,2783,resolved,planes,74,s700_4002,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10398,36,87.36,12,3144.96,2020-03-30,2755,shipped,planes,74,s700_4002,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10401,28,72.55,11,2031.4,2020-04-03,2752,on hold,planes,74,s700_4002,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,small
10416,43,62.19,12,2674.17,2020-05-10,2716,shipped,planes,74,s700_4002,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,small
10106,48,52.64,15,2526.72,2018-02-17,3530,shipped,planes,49,s72_1253,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10119,28,48.17,6,1348.76,2018-04-28,3461,shipped,planes,49,s72_1253,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10131,21,41.71,7,875.91,2018-06-16,3413,shipped,planes,49,s72_1253,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,small
10143,37,50.65,10,1874.05,2018-08-10,3359,shipped,planes,49,s72_1253,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,34,49.16,8,1671.44,2018-10-06,3303,shipped,planes,49,s72_1253,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,small
10167,40,41.71,4,1668.4,2018-10-23,3287,cancelled,planes,49,s72_1253,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10178,45,51.15,7,2301.75,2018-11-08,3272,shipped,planes,49,s72_1253,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,small
10186,28,52.14,4,1459.92,2018-11-14,3267,shipped,planes,49,s72_1253,"double decker gift stores, ltd",(171) 555-7555,120 hanover sq.,london,wa1 1dp,uk,hardy,thomas,small
10197,29,41.71,1,1209.59,2018-11-26,3256,shipped,planes,49,s72_1253,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,small
10222,31,45.69,7,1416.39,2019-02-19,3172,shipped,planes,49,s72_1253,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,small
10249,32,57.61,3,1843.52,2019-05-08,3095,shipped,planes,49,s72_1253,cambridge collectables co.,6175555555,4658 baden av.,cambridge,51247,usa,tseng,kyung,small
10262,21,57.11,12,1199.31,2019-06-24,3049,cancelled,planes,49,s72_1253,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10274,32,58.6,4,1875.2,2019-07-21,3023,shipped,planes,49,s72_1253,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,small
10283,43,57.61,1,2477.23,2019-08-20,2994,shipped,planes,49,s72_1253,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,small
10296,21,45.19,10,948.99,2019-09-15,2969,shipped,planes,49,s72_1253,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,small
10307,34,53.63,4,1823.42,2019-10-14,2941,shipped,planes,49,s72_1253,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,small
10316,34,43.7,12,1485.8,2019-11-01,2924,shipped,planes,49,s72_1253,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,small
10329,44,86.13,8,3789.72,2019-11-15,2911,shipped,planes,49,s72_1253,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10339,27,76.31,6,2060.37,2019-11-23,2904,shipped,planes,49,s72_1253,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,small
10352,49,52.64,4,2579.36,2019-12-03,2895,shipped,planes,49,s72_1253,auto-moto classics inc.,6175558428,16780 pompton st.,brickhaven,58339,usa,taylor,leslie,small
10361,23,95.2,12,2189.6,2019-12-17,2882,shipped,planes,49,s72_1253,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,small
10373,25,64.97,9,1624.25,2020-01-31,2838,shipped,planes,49,s72_1253,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,50,87.15,16,4357.5,2020-03-01,2809,resolved,planes,49,s72_1253,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10398,34,40.22,1,1367.48,2020-03-30,2781,shipped,planes,49,s72_1253,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10400,20,56.12,4,1122.4,2020-04-01,2780,shipped,planes,49,s72_1253,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,small
